,Unnamed: 0,f1_scores,perc_deleted,dataset
150,50,0.864,0.25,Lee_et_al_Science_HConly
151,51,0.891,0.25,Lee_et_al_Science_HConly
152,52,0.932,0.25,Lee_et_al_Science_HConly
153,53,0.895,0.25,Lee_et_al_Science_HConly
154,54,0.876,0.25,Lee_et_al_Science_HConly
155,55,0.849,0.25,Lee_et_al_Science_HConly
156,56,0.909,0.25,Lee_et_al_Science_HConly
157,57,0.839,0.25,Lee_et_al_Science_HConly
158,58,0.931,0.25,Lee_et_al_Science_HConly
159,59,0.887,0.25,Lee_et_al_Science_HConly
160,60,0.905,0.25,Lee_et_al_Science_HConly
161,61,0.893,0.25,Lee_et_al_Science_HConly
162,62,0.864,0.25,Lee_et_al_Science_HConly
163,63,0.901,0.25,Lee_et_al_Science_HConly
164,64,0.824,0.25,Lee_et_al_Science_HConly
165,65,0.889,0.25,Lee_et_al_Science_HConly
166,66,0.865,0.25,Lee_et_al_Science_HConly
167,67,0.91,0.25,Lee_et_al_Science_HConly
168,68,0.822,0.25,Lee_et_al_Science_HConly
169,69,0.887,0.25,Lee_et_al_Science_HConly
170,70,0.831,0.25,Lee_et_al_Science_HConly
171,71,0.841,0.25,Lee_et_al_Science_HConly
172,72,0.882,0.25,Lee_et_al_Science_HConly
173,73,0.911,0.25,Lee_et_al_Science_HConly
174,74,0.847,0.25,Lee_et_al_Science_HConly
175,75,0.882,0.25,Lee_et_al_Science_HConly
176,76,0.907,0.25,Lee_et_al_Science_HConly
177,77,0.912,0.25,Lee_et_al_Science_HConly
178,78,0.875,0.25,Lee_et_al_Science_HConly
179,79,0.913,0.25,Lee_et_al_Science_HConly
180,80,0.918,0.25,Lee_et_al_Science_HConly
181,81,0.929,0.25,Lee_et_al_Science_HConly
182,82,0.9,0.25,Lee_et_al_Science_HConly
183,83,0.88,0.25,Lee_et_al_Science_HConly
184,84,0.847,0.25,Lee_et_al_Science_HConly
185,85,0.9,0.25,Lee_et_al_Science_HConly
186,86,0.831,0.25,Lee_et_al_Science_HConly
187,87,0.879,0.25,Lee_et_al_Science_HConly
188,88,0.912,0.25,Lee_et_al_Science_HConly
189,89,0.922,0.25,Lee_et_al_Science_HConly
190,90,0.905,0.25,Lee_et_al_Science_HConly
191,91,0.901,0.25,Lee_et_al_Science_HConly
192,92,0.918,0.25,Lee_et_al_Science_HConly
193,93,0.845,0.25,Lee_et_al_Science_HConly
194,94,0.856,0.25,Lee_et_al_Science_HConly
195,95,0.888,0.25,Lee_et_al_Science_HConly
196,96,0.906,0.25,Lee_et_al_Science_HConly
197,97,0.835,0.25,Lee_et_al_Science_HConly
198,98,0.895,0.25,Lee_et_al_Science_HConly
199,99,0.886,0.25,Lee_et_al_Science_HConly
