,Unnamed: 0,f1_scores,perc_withaddednoise,dataset
174,74,0.901,0.25,Lee_et_al_Science_Covidonly
175,75,0.911,0.25,Lee_et_al_Science_Covidonly
176,76,0.91,0.25,Lee_et_al_Science_Covidonly
177,77,0.901,0.25,Lee_et_al_Science_Covidonly
178,78,0.908,0.25,Lee_et_al_Science_Covidonly
179,79,0.906,0.25,Lee_et_al_Science_Covidonly
180,80,0.911,0.25,Lee_et_al_Science_Covidonly
181,81,0.91,0.25,Lee_et_al_Science_Covidonly
182,82,0.903,0.25,Lee_et_al_Science_Covidonly
183,83,0.912,0.25,Lee_et_al_Science_Covidonly
184,84,0.899,0.25,Lee_et_al_Science_Covidonly
185,85,0.91,0.25,Lee_et_al_Science_Covidonly
186,86,0.906,0.25,Lee_et_al_Science_Covidonly
187,87,0.906,0.25,Lee_et_al_Science_Covidonly
188,88,0.904,0.25,Lee_et_al_Science_Covidonly
189,89,0.908,0.25,Lee_et_al_Science_Covidonly
190,90,0.909,0.25,Lee_et_al_Science_Covidonly
191,91,0.911,0.25,Lee_et_al_Science_Covidonly
192,92,0.911,0.25,Lee_et_al_Science_Covidonly
193,93,0.898,0.25,Lee_et_al_Science_Covidonly
194,94,0.894,0.25,Lee_et_al_Science_Covidonly
195,95,0.906,0.25,Lee_et_al_Science_Covidonly
196,96,0.909,0.25,Lee_et_al_Science_Covidonly
197,97,0.912,0.25,Lee_et_al_Science_Covidonly
198,98,0.908,0.25,Lee_et_al_Science_Covidonly
199,99,0.894,0.25,Lee_et_al_Science_Covidonly
200,0,0.914,0.2,Lee_et_al_Science_Covidonly
201,1,0.901,0.2,Lee_et_al_Science_Covidonly
202,2,0.913,0.2,Lee_et_al_Science_Covidonly
203,3,0.901,0.2,Lee_et_al_Science_Covidonly
204,4,0.912,0.2,Lee_et_al_Science_Covidonly
205,5,0.909,0.2,Lee_et_al_Science_Covidonly
206,6,0.909,0.2,Lee_et_al_Science_Covidonly
207,7,0.906,0.2,Lee_et_al_Science_Covidonly
208,8,0.911,0.2,Lee_et_al_Science_Covidonly
209,9,0.912,0.2,Lee_et_al_Science_Covidonly
210,10,0.908,0.2,Lee_et_al_Science_Covidonly
211,11,0.909,0.2,Lee_et_al_Science_Covidonly
212,12,0.913,0.2,Lee_et_al_Science_Covidonly
213,13,0.913,0.2,Lee_et_al_Science_Covidonly
214,14,0.911,0.2,Lee_et_al_Science_Covidonly
215,15,0.912,0.2,Lee_et_al_Science_Covidonly
216,16,0.91,0.2,Lee_et_al_Science_Covidonly
217,17,0.905,0.2,Lee_et_al_Science_Covidonly
218,18,0.912,0.2,Lee_et_al_Science_Covidonly
219,19,0.903,0.2,Lee_et_al_Science_Covidonly
220,20,0.894,0.2,Lee_et_al_Science_Covidonly
221,21,0.912,0.2,Lee_et_al_Science_Covidonly
222,22,0.909,0.2,Lee_et_al_Science_Covidonly
223,23,0.904,0.2,Lee_et_al_Science_Covidonly
224,24,0.907,0.2,Lee_et_al_Science_Covidonly
225,25,0.909,0.2,Lee_et_al_Science_Covidonly
226,26,0.903,0.2,Lee_et_al_Science_Covidonly
227,27,0.91,0.2,Lee_et_al_Science_Covidonly
228,28,0.904,0.2,Lee_et_al_Science_Covidonly
229,29,0.908,0.2,Lee_et_al_Science_Covidonly
230,30,0.909,0.2,Lee_et_al_Science_Covidonly
231,31,0.908,0.2,Lee_et_al_Science_Covidonly
232,32,0.9,0.2,Lee_et_al_Science_Covidonly
233,33,0.909,0.2,Lee_et_al_Science_Covidonly
234,34,0.909,0.2,Lee_et_al_Science_Covidonly
235,35,0.913,0.2,Lee_et_al_Science_Covidonly
236,36,0.909,0.2,Lee_et_al_Science_Covidonly
237,37,0.9,0.2,Lee_et_al_Science_Covidonly
238,38,0.911,0.2,Lee_et_al_Science_Covidonly
239,39,0.911,0.2,Lee_et_al_Science_Covidonly
240,40,0.909,0.2,Lee_et_al_Science_Covidonly
241,41,0.908,0.2,Lee_et_al_Science_Covidonly
242,42,0.909,0.2,Lee_et_al_Science_Covidonly
243,43,0.905,0.2,Lee_et_al_Science_Covidonly
244,44,0.904,0.2,Lee_et_al_Science_Covidonly
245,45,,0.2,Lee_et_al_Science_Covidonly
246,46,,0.2,Lee_et_al_Science_Covidonly
247,47,0.905,0.2,Lee_et_al_Science_Covidonly
248,48,,0.2,Lee_et_al_Science_Covidonly
249,49,0.905,0.2,Lee_et_al_Science_Covidonly
250,50,0.9,0.2,Lee_et_al_Science_Covidonly
251,51,0.911,0.2,Lee_et_al_Science_Covidonly
252,52,,0.2,Lee_et_al_Science_Covidonly
253,53,0.902,0.2,Lee_et_al_Science_Covidonly
254,54,0.908,0.2,Lee_et_al_Science_Covidonly
255,55,0.907,0.2,Lee_et_al_Science_Covidonly
256,56,0.912,0.2,Lee_et_al_Science_Covidonly
257,57,0.905,0.2,Lee_et_al_Science_Covidonly
258,58,0.909,0.2,Lee_et_al_Science_Covidonly
259,59,0.912,0.2,Lee_et_al_Science_Covidonly
260,60,0.911,0.2,Lee_et_al_Science_Covidonly
261,61,0.903,0.2,Lee_et_al_Science_Covidonly
262,62,0.905,0.2,Lee_et_al_Science_Covidonly
263,63,0.905,0.2,Lee_et_al_Science_Covidonly
264,64,0.912,0.2,Lee_et_al_Science_Covidonly
265,65,0.905,0.2,Lee_et_al_Science_Covidonly
266,66,,0.2,Lee_et_al_Science_Covidonly
267,67,0.912,0.2,Lee_et_al_Science_Covidonly
268,68,0.905,0.2,Lee_et_al_Science_Covidonly
269,69,0.912,0.2,Lee_et_al_Science_Covidonly
270,70,,0.2,Lee_et_al_Science_Covidonly
271,71,0.911,0.2,Lee_et_al_Science_Covidonly
272,72,0.912,0.2,Lee_et_al_Science_Covidonly
273,73,0.9,0.2,Lee_et_al_Science_Covidonly
274,74,0.912,0.2,Lee_et_al_Science_Covidonly
275,75,0.91,0.2,Lee_et_al_Science_Covidonly
276,76,0.907,0.2,Lee_et_al_Science_Covidonly
277,77,0.899,0.2,Lee_et_al_Science_Covidonly
278,78,0.911,0.2,Lee_et_al_Science_Covidonly
279,79,0.901,0.2,Lee_et_al_Science_Covidonly
280,80,0.898,0.2,Lee_et_al_Science_Covidonly
281,81,0.911,0.2,Lee_et_al_Science_Covidonly
282,82,0.907,0.2,Lee_et_al_Science_Covidonly
283,83,0.902,0.2,Lee_et_al_Science_Covidonly
284,84,0.911,0.2,Lee_et_al_Science_Covidonly
285,85,0.912,0.2,Lee_et_al_Science_Covidonly
286,86,0.901,0.2,Lee_et_al_Science_Covidonly
287,87,0.911,0.2,Lee_et_al_Science_Covidonly
288,88,0.912,0.2,Lee_et_al_Science_Covidonly
289,89,0.902,0.2,Lee_et_al_Science_Covidonly
290,90,0.903,0.2,Lee_et_al_Science_Covidonly
291,91,0.9,0.2,Lee_et_al_Science_Covidonly
292,92,0.902,0.2,Lee_et_al_Science_Covidonly
293,93,,0.2,Lee_et_al_Science_Covidonly
294,94,0.908,0.2,Lee_et_al_Science_Covidonly
295,95,0.912,0.2,Lee_et_al_Science_Covidonly
296,96,0.898,0.2,Lee_et_al_Science_Covidonly
297,97,0.906,0.2,Lee_et_al_Science_Covidonly
298,98,0.901,0.2,Lee_et_al_Science_Covidonly
299,99,0.911,0.2,Lee_et_al_Science_Covidonly
