,f1_scores,perc_withaddednoise,dataset
90,0.935,0.05,SmartSeq3_PBMCs
91,0.933,0.05,SmartSeq3_PBMCs
92,0.93,0.05,SmartSeq3_PBMCs
93,0.93,0.05,SmartSeq3_PBMCs
94,0.93,0.05,SmartSeq3_PBMCs
95,0.929,0.05,SmartSeq3_PBMCs
96,0.93,0.05,SmartSeq3_PBMCs
97,0.93,0.05,SmartSeq3_PBMCs
98,0.92,0.05,SmartSeq3_PBMCs
99,0.927,0.05,SmartSeq3_PBMCs
